"id","fdc_id","nutrient_id","amount","data_points","derivation_id","min","max","median","footnote","min_year_acquired"
"2240670","326369","1165","0.045","1","1","","","","",""
"2240671","326370","1166","0.037","1","1","","","","",""
"2240672","326371","1167","0.453","1","1","","","","",""
"2240673","326372","1007","0.74","1","1","","","","",""
"2240674","326372","1004","0.92","1","1","","","","",""
"2240675","326372","1051","90.5","1","1","","","","",""
"2240676","326372","1002","0.02","1","1","","","","",""
"2240677","326373","1222","0.104","1","1","","","","",""
"2240678","326373","1220","0.1","1","1","","","","",""
"2240679","326373","1223","0.088","1","1","","","","",""
"2240680","326373","1216","0.06","1","1","","","","",""
"2240681","326373","1224","0.084","1","1","","","","",""
"2240682","326373","1225","0.051","1","1","","","","",""
"2240683","326373","1221","0.047","1","1","","","","",""
"2240684","326373","1212","0.074","1","1","","","","",""
"2240685","326373","1213","0.1","1","1","","","","",""
"2240686","326373","1214","0.115","1","1","","","","",""
"2240687","326373","1215","0.019","1","1","","","","",""
"2240688","326373","1217","0.068","1","1","","","","",""
"2240689","326373","1226","0.042","1","1","","","","",""
"2240690","326373","1227","0.037","1","1","","","","",""
"2240691","326373","1211","0.125","1","1","","","","",""
"2240692","326373","1210","0.007","1","1","","","","",""
"2240693","326373","1218","0.061","1","1","","","","",""
"2240694","326373","1219","0.071","1","1","","","","",""
"2240695","326374","1175","0.095","1","1","","","","",""
"2240696","326375","1007","0.73","1","1","","","","",""
"2240697","326375","1004","0.27","1","1","","","","",""
"2240698","326375","1051","89.6","1","1","","","","",""
"2240699","326375","1002","0.16","1","1","","","","",""
"2240700","326376","1177","7","1","1","","","","",""
"2240701","326377","1266","0","1","1","","","","",""
"2240702","326377","1268","0","1","1","","","","",""
"2240703","326377","1265","0","1","1","","","","",""
"2240704","326377","1276","0","1","1","","","","",""
"2240705","326377","1299","0","1","1","","","","",""
"2240706","326377","1004","0.46","1","1","","","","",""
"2240707","326377","1270","0","1","1","","","","",""
"2240708","326377","1267","0","1","1","","","","",""
"2240709","326377","1271","0","1","1","","","","",""
"2240710","326377","1273","0","1","1","","","","",""
"2240711","326377","1259","0","1","1","","","","",""
"2240712","326377","1262","0","1","1","","","","",""
"2240713","326377","1085","0.36","1","1","","","","",""
"2240714","326377","1260","0","1","1","","","","",""
"2240715","326377","1261","0","1","1","","","","",""
"2240716","326377","1272","0","1","1","","","","",""
"2240717","326377","1280","0","1","1","","","","",""
"2240718","326377","1278","0","1","1","","","","",""
"2240719","326377","1279","0","1","1","","","","",""
"2240720","326377","1277","0","1","1","","","","",""
"2240721","326377","1263","0","1","1","","","","",""
"2240722","326377","1301","0","1","1","","","","",""
"2240723","326377","1269","0.186","1","1","","","","",""
"2240724","326377","1300","0","1","1","","","","",""
"2240725","326377","1264","0","1","1","","","","",""
"2240726","326378","1184","0","1","1","","","","",""
"2240727","326378","1185","16.9","1","1","","","","",""
"2240728","326379","1109","0.78","1","1","","","","",""
"2240729","326379","1125","0.02","1","1","","","","",""
"2240730","326379","1129","0","1","1","","","","",""
"2240731","326379","1131","0","1","1","","","","",""
"2240732","326379","1130","0","1","1","","","","",""
"2240733","326379","1128","0","1","1","","","","",""
"2240734","326379","1126","0","1","1","","","","",""
"2240735","326379","1127","0","1","1","","","","",""
"2240736","326393","1007","0.68","1","1","","","","",""
"2240737","326393","1004","0.37","1","1","","","","",""
"2240738","326393","1051","90.2","1","1","","","","",""
"2240739","326393","1002","0.16","1","1","","","","",""
"2240740","326394","1087","31","1","1","","","","",""
"2240741","326394","1098","0.074","1","1","","","","",""
"2240742","326394","1089","0.34","1","1","","","","",""
"2240743","326394","1090","10.2","1","1","","","","",""
"2240744","326394","1101","0.116","1","1","","","","",""
"2240745","326394","1091","28","1","1","","","","",""
"2240746","326394","1092","198","1","1","","","","",""
"2240747","326394","1093","68","1","1","","","","",""
"2240748","326394","1095","0.14","1","1","","","","",""
"2240749","326395","1012","1.98","1","1","","","","",""
"2240750","326395","1075","0","1","1","","","","",""
"2240751","326395","1011","1.36","1","1","","","","",""
"2240752","326395","1013","0","1","1","","","","",""
"2240753","326395","1014","0","1","1","","","","",""
"2240754","326395","1010","0.15","1","1","","","","",""
"2240755","326396","1009","0.44","1","1","","","","",""
"2240756","326397","1084","1.9","1","1","","","","",""
"2240757","326397","1082","1.1","1","1","","","","",""
"2240758","326398","1162","3.8","1","1","","","","",""
"2240759","326412","1007","0.47","1","1","","","","",""
"2240760","326412","1004","1.38","1","1","","","","",""
"2240761","326412","1051","89.6","1","1","","","","",""
"2240762","326412","1002","0.01","1","1","","","","",""
"2240763","326413","1222","0.075","1","1","","","","",""
"2240764","326413","1220","0.069","1","1","","","","",""
"2240765","326413","1223","0.114","1","1","","","","",""
"2240766","326413","1216","0.056","1","1","","","","",""
"2240767","326413","1224","0.246","1","1","","","","",""
"2240768","326413","1225","0.024","1","1","","","","",""
"2240769","326413","1221","0.026","1","1","","","","",""
"2240770","326413","1212","0.048","1","1","","","","",""
"2240771","326413","1213","0.074","1","1","","","","",""
"2240772","326413","1214","0.061","1","1","","","","",""
"2240773","326413","1215","0.007","1","1","","","","",""
"2240774","326413","1217","0.038","1","1","","","","",""
"2240775","326413","1226","0.033","1","1","","","","",""
"2240776","326413","1227","0.029","1","1","","","","",""
"2240777","326413","1211","0.222","1","1","","","","",""
"2240778","326413","1210","0.007","1","1","","","","",""
"2240779","326413","1218","0.02","1","1","","","","",""
"2240780","326413","1219","0.041","1","1","","","","",""
"2240781","326414","1007","0.63","1","1","","","","",""
"2240782","326414","1004","0.38","1","1","","","","",""
"2240783","326414","1051","90.4","1","1","","","","",""
"2240784","326414","1002","0.15","1","1","","","","",""
"2240785","326415","1087","29","1","1","","","","",""
"2240786","326415","1098","0.176","1","1","","","","",""
"2240787","326415","1089","0.31","1","1","","","","",""
"2240788","326415","1090","9.5","1","1","","","","",""
"2240789","326415","1101","0.103","1","1","","","","",""
"2240790","326415","1091","27","1","1","","","","",""
"2240791","326415","1092","190","1","1","","","","",""
"2240792","326415","1093","57","1","1","","","","",""
"2240793","326415","1095","0.46","1","1","","","","",""
"2240794","326416","1012","1.98","1","1","","","","",""
"2240795","326416","1075","0","1","1","","","","",""
"2240796","326416","1011","1.54","1","1","","","","",""
"2240797","326416","1013","0","1","1","","","","",""
"2240798","326416","1014","0","1","1","","","","",""
"2240799","326416","1010","0.15","1","1","","","","",""
"2240800","326417","1009","0.39","1","1","","","","",""
"2240801","326418","1084","1.6","1","1","","","","",""
"2240802","326418","1082","1.6","1","1","","","","",""
"2240803","326419","1162","1.8","1","1","","","","",""
"2240804","326420","1165","0.032","1","1","","","","",""
"2240805","326421","1166","0.059","1","1","","","","",""
"2240806","326422","1167","0.445","1","1","","","","",""
"2240807","326423","1175","0.074","1","1","","","","",""
"2240808","326424","1177","7","1","1","","","","",""
"2240809","326425","1129","0","1","1","","","","",""
"2240810","326425","1126","0","1","1","","","","",""
"2240811","326425","1125","0","1","1","","","","",""
"2240812","326425","1130","0","1","1","","","","",""
"2240813","326425","1109","0.7","1","1","","","","",""
"2240814","326425","1128","0","1","1","","","","",""
"2240815","326425","1127","0","1","1","","","","",""
"2240816","326425","1131","0","1","1","","","","",""
"2240817","326426","1225","0.025","1","1","","","","",""
"2240818","326426","1221","0.013","1","1","","","","",""
"2240819","326426","1212","0.026","1","1","","","","",""
"2240820","326426","1211","0.026","1","1","","","","",""
"2240821","326426","1214","0.037","1","1","","","","",""
"2240822","326426","1210","0.007","1","1","","","","",""
"2240823","326426","1218","0.02","1","1","","","","",""
"2240824","326426","1227","0.035","1","1","","","","",""
"2240825","326426","1213","0.04","1","1","","","","",""
"2240826","326426","1219","0.035","1","1","","","","",""
"2240827","326426","1222","0.057","1","1","","","","",""
"2240828","326426","1220","0.032","1","1","","","","",""
"2240829","326426","1215","0.012","1","1","","","","",""
"2240830","326426","1223","0.104","1","1","","","","",""
"2240831","326426","1216","0.007","1","1","","","","",""
"2240832","326426","1217","0.025","1","1","","","","",""
"2240833","326426","1226","0.022","1","1","","","","",""
"2240834","326426","1224","0.24","1","1","","","","",""
"2240835","326440","1004","1.51","1","1","","","","",""
"2240836","326440","1051","89.6","1","1","","","","",""
"2240837","326440","1002","0.01","1","1","","","","",""
"2240838","326440","1007","0.61","1","1","","","","",""
"2240839","326441","1222","0.076","1","1","","","","",""
"2240840","326441","1220","0.059","1","1","","","","",""
"2240841","326441","1223","0.132","1","1","","","","",""
"2240842","326441","1216","0.041","1","1","","","","",""
"2240843","326441","1224","0.263","1","1","","","","",""
"2240844","326441","1225","0.03","1","1","","","","",""
"2240845","326441","1221","0.03","1","1","","","","",""
"2240846","326441","1212","0.065","1","1","","","","",""
"2240847","326441","1213","0.071","1","1","","","","",""
"2240848","326441","1214","0.076","1","1","","","","",""
"2240849","326441","1215","0.013","1","1","","","","",""
"2240850","326441","1217","0.044","1","1","","","","",""
"2240851","326441","1226","0.04","1","1","","","","",""
"2240852","326441","1227","0.034","1","1","","","","",""
"2240853","326441","1211","0.19","1","1","","","","",""
"2240854","326441","1210","0.007","1","1","","","","",""
"2240855","326441","1218","0.037","1","1","","","","",""
"2240856","326441","1219","0.067","1","1","","","","",""
"2240857","326442","1007","0.62","1","1","","","","",""
"2240858","326442","1004","0.4","1","1","","","","",""
"2240859","326442","1051","90.8","1","1","","","","",""
"2240860","326442","1002","0.15","1","1","","","","",""
"2240861","326443","1087","31","1","1","","","","",""
"2240862","326443","1098","0.056","1","1","","","","",""
"2240863","326443","1089","0.34","1","1","","","","",""
"2240864","326443","1090","9.5","1","1","","","","",""
"2240865","326443","1101","0.1","1","1","","","","",""
"2240866","326443","1091","28","1","1","","","","",""
"2240867","326443","1092","174","1","1","","","","",""
"2240868","326443","1093","65","1","1","","","","",""
"2240869","326443","1095","0.16","1","1","","","","",""
"2240870","326444","1012","1.9","1","1","","","","",""
"2240871","326444","1075","0","1","1","","","","",""
"2240872","326444","1011","1.31","1","1","","","","",""
"2240873","326444","1013","0","1","1","","","","",""
"2240874","326444","1014","0","1","1","","","","",""
"2240875","326444","1010","0.15","1","1","","","","",""
"2240876","326445","1009","0.53","1","1","","","","",""
"2240877","326446","1084","1.7","1","1","","","","",""
"2240878","326446","1082","1.4","1","1","","","","",""
"2240879","326447","1162","1","1","1","","","","",""
"2240880","326448","1165","0.033","1","1","","","","",""
"2240881","326449","1166","0.065","1","1","","","","",""
"2240882","326450","1167","0.486","1","1","","","","",""
"2240883","326451","1170","0.224","1","1","","","","",""
"2240884","326452","1175","0.08","1","1","","","","",""
"2240885","326453","1177","7","1","1","","","","",""
"2240886","326454","1004","0.41","1","1","","","","",""
"2240887","326454","1277","0","1","1","","","","",""
"2240888","326454","1263","0","1","1","","","","",""
"2240889","326454","1301","0","1","1","","","","",""
"2240890","326454","1269","0.117","1","1","","","","",""
"2240891","326454","1300","0","1","1","","","","",""
"2240892","326454","1264","0","1","1","","","","",""
"2240893","326454","1268","0","1","1","","","","",""
"2240894","326454","1265","0","1","1","","","","",""
"2240895","326454","1085","0.22","1","1","","","","",""
"2240896","326454","1276","0","1","1","","","","",""
"2240897","326454","1299","0","1","1","","","","",""
"2240898","326454","1266","0","1","1","","","","",""
"2240899","326454","1272","0","1","1","","","","",""
"2240900","326454","1280","0","1","1","","","","",""
"2240901","326454","1278","0","1","1","","","","",""
"2240902","326454","1279","0","1","1","","","","",""
"2240903","326454","1267","0","1","1","","","","",""
"2240904","326454","1271","0","1","1","","","","",""
"2240905","326454","1273","0","1","1","","","","",""
"2240906","326454","1259","0","1","1","","","","",""
"2240907","326454","1262","0","1","1","","","","",""
"2240908","326454","1260","0","1","1","","","","",""
"2240909","326454","1261","0","1","1","","","","",""
"2240910","326454","1270","0","1","1","","","","",""
"2240911","326455","1184","0","1","1","","","","",""
"2240912","326455","1185","9.8","1","1","","","","",""
"2240913","326456","1129","0","1","1","","","","",""
"2240914","326456","1128","0","1","1","","","","",""
"2240915","326456","1127","0","1","1","","","","",""
"2240916","326456","1131","0","1","1","","","","",""
"2240917","326456","1126","0.05","1","1","","","","",""
"2240918","326456","1130","0","1","1","","","","",""
"2240919","326456","1125","0","1","1","","","","",""
"2240920","326456","1109","0.63","1","1","","","","",""
"2240921","326457","1225","0.027","1","1","","","","",""
"2240922","326457","1221","0.014","1","1","","","","",""
"2240923","326457","1211","0.027","1","1","","","","",""
"2240924","326457","1214","0.042","1","1","","","","",""
"2240925","326457","1212","0.027","1","1","","","","",""
"2240926","326457","1210","0.007","1","1","","","","",""
"2240927","326457","1227","0.034","1","1","","","","",""
"2240928","326457","1213","0.041","1","1","","","","",""
"2240929","326457","1218","0.021","1","1","","","","",""
"2240930","326457","1219","0.036","1","1","","","","",""
"2240931","326457","1222","0.053","1","1","","","","",""
"2240932","326457","1220","0.034","1","1","","","","",""
"2240933","326457","1215","0.014","1","1","","","","",""
"2240934","326457","1223","0.103","1","1","","","","",""
"2240935","326457","1216","0.007","1","1","","","","",""
"2240936","326457","1217","0.026","1","1","","","","",""
"2240937","326457","1226","0.023","1","1","","","","",""
"2240938","326457","1224","0.239","1","1","","","","",""
"2241041","326464","1087","62","1","1","","","","",""
"2241042","326464","1098","0.065","1","1","","","","",""
"2241043","326464","1089","1.8","1","1","","","","",""
"2241044","326464","1090","47.2","1","1","","","","",""
"2241045","326464","1101","0.374","1","1","","","","",""
"2241046","326464","1091","106","1","1","","","","",""
"2241047","326464","1092","184","1","1","","","","",""
"2241048","326464","1093","1050","1","1","","","","",""
"2241049","326464","1095","0.61","1","1","","","","",""
"2241050","326465","1051","83.9","1","1","","","","",""
"2241051","326465","1002","0.64","1","1","","","","",""
"2241052","326465","1007","3.01","1","1","","","","",""
"2241053","326465","1004","3.57","1","1","","","","",""
"2241054","326471","1087","61","1","1","","","","",""
"2241055","326471","1098","0.072","1","1","","","","",""
"2241056","326471","1089","1.64","1","1","","","","",""
"2241057","326471","1090","47.5","1","1","","","","",""
"2241058","326471","1101","0.393","1","1","","","","",""
"2241059","326471","1091","106","1","1","","","","",""
"2241060","326471","1092","135","1","1","","","","",""
"2241061","326471","1093","1130","1","1","","","","",""
"2241062","326471","1095","0.6","1","1","","","","",""
"2241063","326472","1051","83.7","1","1","","","","",""
"2241064","326472","1002","0.68","1","1","","","","",""
"2241065","326472","1007","3.43","1","1","","","","",""
"2241066","326472","1004","3.7","1","1","","","","",""
"2241067","326478","1087","61","1","1","","","","",""
"2241068","326478","1098","0.07","1","1","","","","",""
"2241069","326478","1089","1.7","1","1","","","","",""
"2241070","326478","1090","47.3","1","1","","","","",""
"2241071","326478","1101","0.482","1","1","","","","",""
"2241072","326478","1091","105","1","1","","","","",""
"2241073","326478","1092","142","1","1","","","","",""
"2241074","326478","1093","1020","1","1","","","","",""
"2241075","326478","1095","0.63","1","1","","","","",""
"2241076","326479","1051","84.4","1","1","","","","",""
"2241077","326479","1002","0.66","1","1","","","","",""
"2241078","326479","1007","3.38","1","1","","","","",""
"2241079","326479","1004","3.24","1","1","","","","",""
"2241080","326485","1087","63","1","1","","","","",""
"2241081","326485","1098","0.068","1","1","","","","",""
"2241082","326485","1089","1.41","1","1","","","","",""
"2241083","326485","1090","48.2","1","1","","","","",""
"2241084","326485","1101","0.415","1","1","","","","",""
"2241085","326485","1091","109","1","1","","","","",""
"2241086","326485","1092","178","1","1","","","","",""
"2241087","326485","1093","1160","1","1","","","","",""
"2241088","326485","1095","0.62","1","1","","","","",""
"2241089","326486","1051","83.9","1","1","","","","",""
"2241090","326486","1002","0.67","1","1","","","","",""
"2241091","326486","1007","3.55","1","1","","","","",""
"2241092","326486","1004","3.22","1","1","","","","",""
"2241093","326492","1087","61","1","1","","","","",""
"2241094","326492","1098","0.068","1","1","","","","",""
"2241095","326492","1089","1.31","1","1","","","","",""
"2241096","326492","1090","47.7","1","1","","","","",""
"2241097","326492","1101","0.414","1","1","","","","",""
"2241098","326492","1091","102","1","1","","","","",""
"2241099","326492","1092","140","1","1","","","","",""
"2241100","326492","1093","1180","1","1","","","","",""
"2241101","326492","1095","0.63","1","1","","","","",""
"2241102","326493","1051","84.3","1","1","","","","",""
"2241103","326493","1002","0.67","1","1","","","","",""
"2241104","326493","1007","3.19","1","1","","","","",""
"2241105","326493","1004","2.91","1","1","","","","",""
"2241106","326499","1120","32","1","1","","","","",""
"2241107","326499","1108","1","1","1","","","","",""
"2241108","326499","1107","58","1","1","","","","",""
"2241109","326499","1123","133","1","1","","","","",""
"2241110","326499","1122","0","1","1","","","","",""
"2241111","326500","1177","8","1","1","","","","",""
"2241112","326501","1087","62","1","1","","","","",""
"2241113","326501","1098","0.073","1","1","","","","",""
"2241114","326501","1089","1.71","1","1","","","","",""
"2241115","326501","1090","48.7","1","1","","","","",""
"2241116","326501","1101","0.432","1","1","","","","",""
"2241117","326501","1091","108","1","1","","","","",""
"2241118","326501","1092","134","1","1","","","","",""
"2241119","326501","1093","1050","1","1","","","","",""
"2241120","326501","1095","0.64","1","1","","","","",""
"2241121","326502","1167","0.55","1","1","","","","",""
"2241122","326503","1103","35.5","1","1","","","","",""
"2241123","326504","1170","0.24","1","1","","","","",""
"2241124","326505","1051","84","1","1","","","","",""
"2241125","326505","1002","0.66","1","1","","","","",""
"2241126","326505","1007","3.45","1","1","","","","",""
"2241127","326505","1004","2.67","1","1","","","","",""
"2241128","326506","1166","0.084","1","1","","","","",""
"2241129","326507","1079","4.5","1","1","","","","",""
"2241130","326508","1165","0.11","1","1","","","","",""
"2241131","326509","1175","0.07","1","1","","","","",""
"2241132","326515","1131","0","1","1","","","","",""
"2241133","326515","1109","0.31","1","1","","","","",""
"2241134","326515","1130","0","1","1","","","","",""
"2241135","326515","1126","2.23","1","1","","","","",""
"2241136","326515","1127","0.05","1","1","","","","",""
"2241137","326515","1129","0","1","1","","","","",""
"2241138","326515","1128","0","1","1","","","","",""
"2241139","326515","1125","0","1","1","","","","",""
"2241140","326516","1087","60","1","1","","","","",""
"2241141","326516","1098","0.066","1","1","","","","",""
"2241142","326516","1089","1.56","1","1","","","","",""
"2241143","326516","1090","47.5","1","1","","","","",""
"2241144","326516","1101","0.456","1","1","","","","",""
"2241145","326516","1091","105","1","1","","","","",""
"2241146","326516","1092","172","1","1","","","","",""
"2241147","326516","1093","1080","1","1","","","","",""
"2241148","326516","1095","0.59","1","1","","","","",""
"2241149","326517","1167","0.55","1","1","","","","",""
"2241150","326518","1103","33.9","1","1","","","","",""
"2241151","326519","1170","0.2","1","1","","","","",""
"2241152","326520","1051","84","1","1","","","","",""
"2241153","326520","1002","0.64","1","1","","","","",""
"2241154","326520","1007","3.44","1","1","","","","",""
"2241155","326520","1004","3.58","1","1","","","","",""
"2241156","326521","1166","0.082","1","1","","","","",""
"2241157","326522","1009","0.6","1","1","","","","",""
"2241158","326523","1012","0.18","1","1","","","","",""
"2241159","326523","1075","0","1","1","","","","",""
"2241160","326523","1013","0","1","1","","","","",""
"2241161","326523","1014","0","1","1","","","","",""
"2241162","326523","1011","0.39","1","1","","","","",""
"2241163","326523","1010","0.18","1","1","","","","",""
"2241164","326524","1079","6.6","1","1","","","","",""
"2241165","326525","1165","0.1","1","1","","","","",""
"2241166","326526","1175","0.08","1","1","","","","",""
"2241167","326527","1162","0","1","1","","","","",""
"2241168","326528","1185","1.4","1","1","","","","",""
"2241169","326528","1184","0","1","1","","","","",""
"2241170","326528","1183","0","1","1","","","","",""
"2241171","326535","1087","68","1","1","","","","",""
"2241172","326535","1098","0.08","1","1","","","","",""
"2241173","326535","1089","1.48","1","1","","","","",""
"2241174","326535","1090","48.1","1","1","","","","",""
"2241175","326535","1101","0.433","1","1","","","","",""
"2241176","326535","1091","116","1","1","","","","",""
"2241177","326535","1092","133","1","1","","","","",""
"2241178","326535","1093","1270","1","1","","","","",""
"2241179","326535","1095","0.68","1","1","","","","",""
"2241180","326536","1051","83.8","1","1","","","","",""
"2241181","326536","1002","0.64","1","1","","","","",""
"2241182","326536","1007","3.6","1","1","","","","",""
"2241183","326536","1004","3.16","1","1","","","","",""
"2241184","326542","1120","26","1","1","","","","",""
"2241185","326542","1108","2","1","1","","","","",""
"2241186","326542","1107","49","1","1","","","","",""
"2241187","326542","1123","107","1","1","","","","",""
"2241188","326542","1122","0","1","1","","","","",""
"2241189","326543","1125","0","1","1","","","","",""
"2241190","326543","1130","0","1","1","","","","",""
"2241191","326543","1126","2.13","1","1","","","","",""
"2241192","326543","1131","0","1","1","","","","",""
"2241193","326543","1129","0","1","1","","","","",""
"2241194","326543","1128","0","1","1","","","","",""
"2241195","326543","1109","0.31","1","1","","","","",""
"2241196","326543","1127","0.05","1","1","","","","",""
"2241197","326544","1177","7","1","1","","","","",""
"2241198","326545","1087","61","1","1","","","","",""
"2241199","326545","1098","0.065","1","1","","","","",""
"2241200","326545","1089","1.63","1","1","","","","",""
"2241201","326545","1090","45.6","1","1","","","","",""
"2241202","326545","1101","0.362","1","1","","","","",""
"2241203","326545","1091","98","1","1","","","","",""
"2241204","326545","1092","184","1","1","","","","",""
"2241205","326545","1093","1040","1","1","","","","",""
"2241206","326545","1095","0.58","1","1","","","","",""
"2241207","326546","1167","0.52","1","1","","","","",""
"2241208","326547","1103","26.4","1","1","","","","",""
"2241209","326548","1262","0.022","1","1","","","","",""
"2241210","326548","1335","0","1","1","","","","",""
"2241211","326548","1263","0.004","1","1","","","","",""
"2241212","326548","1264","0.005","1","1","","","","",""
"2241213","326548","1299","0.003","1","1","","","","",""
"2241214","326548","1333","0","1","1","","","","",""
"2241215","326548","1265","0.132","1","1","","","","",""
"2241216","326548","1303","0","1","1","","","","",""
"2241217","326548","1314","0.008","1","1","","","","",""
"2241218","326548","1300","0.002","1","1","","","","",""
"2241219","326548","1323","0.001","1","1","","","","",""
"2241220","326548","1266","0.042","1","1","","","","",""
"2241221","326548","1304","0","1","1","","","","",""
"2241222","326548","1315","0.892","1","1","","","","",""
"2241223","326548","1261","0","1","1","","","","",""
"2241224","326548","1306","0","1","1","","","","",""
"2241225","326548","1316","0.391","1","1","","","","",""
"2241226","326548","1267","0.025","1","1","","","","",""
"2241227","326548","1409","0","1","1","","","","",""
"2241228","326548","1321","0.002","1","1","","","","",""
"2241229","326548","1404","0.4","1","1","","","","",""
"2241230","326548","1311","0","1","1","","","","",""
"2241231","326548","1276","0","1","1","","","","",""
"2241232","326548","1277","0.354","1","1","","","","",""
"2241233","326548","1313","0.01","1","1","","","","",""
"2241234","326548","1414","0","1","1","","","","",""
"2241235","326548","1273","0.018","1","1","","","","",""
"2241236","326548","1406","0","1","1","","","","",""
"2241237","326548","1305","0","1","1","","","","",""
"2241238","326548","1317","1.24","1","1","","","","",""
"2241239","326548","1405","0","1","1","","","","",""
"2241240","326548","1271","0","1","1","","","","",""
"2241241","326548","1334","0.012","1","1","","","","",""
"2241242","326548","1301","0.011","1","1","","","","",""
"2241243","326548","1278","0","1","1","","","","",""
"2241244","326548","1312","0","1","1","","","","",""
"2241245","326548","1411","0","1","1","","","","",""
"2241246","326548","1280","0","1","1","","","","",""
"2241247","326548","1272","0","1","1","","","","",""
"2241248","326548","1259","0","1","1","","","","",""
"2241249","326548","1260","0","1","1","","","","",""
"2241250","326549","1051","84.3","1","1","","","","",""
"2241251","326549","1002","0.63","1","1","","","","",""
"2241252","326549","1007","3.29","1","1","","","","",""
"2241253","326549","1004","3.38","1","1","","","","",""
"2241254","326550","1166","0.081","1","1","","","","",""
"2241255","326551","1009","0.8","1","1","","","","",""
"2241256","326552","1012","0.18","1","1","","","","",""
"2241257","326552","1075","0","1","1","","","","",""
"2241258","326552","1013","0","1","1","","","","",""
"2241259","326552","1014","0","1","1","","","","",""
"2241260","326552","1011","0.37","1","1","","","","",""
"2241261","326552","1010","0.18","1","1","","","","",""
"2241262","326553","1079","2.6","1","1","","","","",""
"2241263","326554","1165","0.09","1","1","","","","",""
"2241264","326555","1175","0.07","1","1","","","","",""
"2241265","326556","1162","0","1","1","","","","",""
"2241266","326557","1185","1.3","1","1","","","","",""
"2241267","326557","1184","0","1","1","","","","",""
"2241268","326557","1183","0","1","1","","","","",""
"2241269","326563","1087","64","1","1","","","","",""
"2241270","326563","1098","0.066","1","1","","","","",""
"2241271","326563","1089","1.5","1","1","","","","",""
"2241272","326563","1090","49","1","1","","","","",""
"2241273","326563","1101","0.459","1","1","","","","",""
"2241274","326563","1091","110","1","1","","","","",""
"2241275","326563","1092","151","1","1","","","","",""
"2241276","326563","1093","1050","1","1","","","","",""
"2241277","326563","1095","0.68","1","1","","","","",""
"2241278","326564","1167","0.63","1","1","","","","",""
"2241279","326565","1103","32.9","1","1","","","","",""
"2241280","326566","1170","0.25","1","1","","","","",""
"2241281","326567","1051","83.4","1","1","","","","",""
"2241282","326567","1002","0.71","1","1","","","","",""
"2241283","326567","1007","2.09","1","1","","","","",""
"2241284","326567","1004","3.11","1","1","","","","",""
"2241285","326568","1166","0.08","1","1","","","","",""
"2241286","326569","1079","5.2","1","1","","","","",""
"2241287","326570","1165","0.12","1","1","","","","",""
"2241288","326571","1175","0.07","1","1","","","","",""
"2241289","326577","1120","24","1","1","","","","",""
"2241290","326577","1108","1","1","1","","","","",""
"2241291","326577","1107","48","1","1","","","","",""
"2241292","326577","1123","106","1","1","","","","",""
"2241293","326577","1122","0","1","1","","","","",""
"2241294","326578","1109","0.33","1","1","","","","",""
"2241295","326578","1128","0","1","1","","","","",""
"2241296","326578","1125","0","1","1","","","","",""
"2241297","326578","1129","0","1","1","","","","",""
"2241298","326578","1127","0.07","1","1","","","","",""
"2241299","326578","1131","0","1","1","","","","",""
"2241300","326578","1126","2.2","1","1","","","","",""
"2241301","326578","1130","0","1","1","","","","",""
"2241302","326579","1087","65","1","1","","","","",""
"2241303","326579","1098","0.084","1","1","","","","",""
"2241304","326579","1089","1.77","1","1","","","","",""
"2241305","326579","1090","50.7","1","1","","","","",""
"2241306","326579","1101","0.497","1","1","","","","",""
"2241307","326579","1091","118","1","1","","","","",""
"2241308","326579","1092","150","1","1","","","","",""
"2241309","326579","1093","1260","1","1","","","","",""
"2241310","326579","1095","0.7","1","1","","","","",""
"2241311","326580","1167","0.62","1","1","","","","",""
"2241312","326581","1103","39.8","1","1","","","","",""
"2241313","326582","1051","82.8","1","1","","","","",""
"2241314","326582","1002","0.7","1","1","","","","",""
"2241315","326582","1007","3.82","1","1","","","","",""
"2241316","326582","1004","2.8","1","1","","","","",""
"2241317","326583","1166","0.089","1","1","","","","",""
"2241318","326584","1009","0.6","1","1","","","","",""
"2241319","326585","1012","0.18","1","1","","","","",""
"2241320","326585","1013","0","1","1","","","","",""
"2241321","326585","1014","0","1","1","","","","",""
"2241322","326585","1075","0","1","1","","","","",""
"2241323","326585","1011","0.44","1","1","","","","",""
"2241324","326585","1010","0.18","1","1","","","","",""
"2241325","326586","1079","3.3","1","1","","","","",""
"2241326","326587","1165","0.13","1","1","","","","",""
"2241327","326588","1175","0.07","1","1","","","","",""
"2241328","326589","1162","0","1","1","","","","",""
"2241329","326590","1185","1.2","1","1","","","","",""
"2241330","326590","1184","0","1","1","","","","",""
"2241331","326590","1183","0","1","1","","","","",""
"2241332","326596","1087","66","1","1","","","","",""
"2241333","326596","1098","0.074","1","1","","","","",""
"2241334","326596","1089","1.63","1","1","","","","",""
"2241335","326596","1090","50","1","1","","","","",""
"2241336","326596","1101","0.423","1","1","","","","",""
"2241337","326596","1091","116","1","1","","","","",""
"2241338","326596","1092","142","1","1","","","","",""
"2241339","326596","1093","1000","1","1","","","","",""
"2241340","326596","1095","0.68","1","1","","","","",""
"2241341","326597","1167","0.61","1","1","","","","",""
"2241342","326598","1103","34.5","1","1","","","","",""
"2241343","326599","1170","0.25","1","1","","","","",""
"2241344","326600","1051","83.4","1","1","","","","",""
"2241345","326600","1002","0.68","1","1","","","","",""
