"id","fdc_id","seq_num","food_attribute_type_id","name","value"
"361275","783757","1","1001","","Lean Cuisine Salisbury Steak"
"361276","783757","2","1001","","Weight Watchers Smart Ones Salisbury Steak"
"376242","783757","","999","Fortification identifier code","2a"
"385734","783757","","999","WWEIA Category code","3002"
"402117","783757","","999","WWEIA Category description","Meat mixed dishes"
"361277","783758","1","1001","","Budget Gourmet Peppersteak with Rice"
"361278","783758","2","1001","","Stouffer Green Pepper Steak"
"376243","783758","","999","Fortification identifier code","2"
"385735","783758","","999","WWEIA Category code","3002"
"402118","783758","","999","WWEIA Category description","Meat mixed dishes"
"361279","783759","1","1001","","Veal dinner, NFS (frozen meal)"
"376244","783759","","999","Fortification identifier code","2"
"385736","783759","","999","WWEIA Category code","3002"
"402119","783759","","999","WWEIA Category description","Meat mixed dishes"
"361280","783760","2","1001","","Stouffer's Homestyle Veal Parmigiana with Spaghetti and Marinara Sauce"
"376245","783760","","999","Fortification identifier code","2"
"385737","783760","","999","WWEIA Category code","3002"
"402120","783760","","999","WWEIA Category description","Meat mixed dishes"
"361281","783761","1","1001","","Swanson Veal Parmigiana Dinner"
"376246","783761","","999","Fortification identifier code","2a"
"385738","783761","","999","WWEIA Category code","3002"
"402121","783761","","999","WWEIA Category description","Meat mixed dishes"
"361329","783801","1","1001","","meatloaf dinner, NFS"
"376282","783801","","999","Fortification identifier code","2a"
"385778","783801","","999","WWEIA Category code","3002"
"402161","783801","","999","WWEIA Category description","Meat mixed dishes"
"361330","783802","1","1001","","meatloaf with tomato or other sauce"
"361331","783802","2","1001","","meatloaf with gravy, any kind"
"361332","783802","3","1001","","Banquet Meat Loaf Meal"
"361333","783802","4","1001","","Marie Callender's Meat Loaf Dinner"
"361334","783802","5","1001","","Stouffer's Home Style Meatloaf with Potatoes"
"376283","783802","","999","Fortification identifier code","2a"
"385779","783802","","999","WWEIA Category code","3002"
"402162","783802","","999","WWEIA Category description","Meat mixed dishes"
"361336","783804","1","1001","","Lean Cuisine Stuffed Cabbage"
"376285","783804","","999","Fortification identifier code","2a"
"385781","783804","","999","WWEIA Category code","3002"
"402164","783804","","999","WWEIA Category description","Meat mixed dishes"
"385886","783909","","999","WWEIA Category code","2502"
"402269","783909","","999","WWEIA Category description","Eggs and omelets"
"376322","783910","","999","Fortification identifier code","2a"
"385887","783910","","999","WWEIA Category code","2502"
"402270","783910","","999","WWEIA Category description","Eggs and omelets"
"361447","783911","1","1001","","soft boiled or hard boiled egg"
"361448","783911","2","1001","","egg, cooked, no fat or milk added"
"385888","783911","","999","WWEIA Category code","2502"
"402271","783911","","999","WWEIA Category description","Eggs and omelets"
"373794","783912","","1002","","Moisture change: -12.0%"
"376323","783912","","999","Fortification identifier code","2a"
"385889","783912","","999","WWEIA Category code","2502"
"402272","783912","","999","WWEIA Category description","Eggs and omelets"
"361449","783913","2","1001","","scrambled egg, no milk or fat added"
"373795","783913","","1002","","Moisture change: -12.0%"
"385890","783913","","999","WWEIA Category code","2502"
"402273","783913","","999","WWEIA Category description","Eggs and omelets"
"361450","783914","1","1001","","made with shortening"
"373796","783914","","1002","","Moisture change: -12.0%"
"376324","783914","","999","Fortification identifier code","2a"
"385891","783914","","999","WWEIA Category code","2502"
"402274","783914","","999","WWEIA Category description","Eggs and omelets"
"373797","783915","","1002","","Moisture change: -12.0%"
"385892","783915","","999","WWEIA Category code","2502"
"402275","783915","","999","WWEIA Category description","Eggs and omelets"
"373798","783916","","1002","","Moisture change: -12.0%"
"385893","783916","","999","WWEIA Category code","2502"
"402276","783916","","999","WWEIA Category description","Eggs and omelets"
"373799","783917","","1002","","Moisture change: -12.0%"
"385894","783917","","999","WWEIA Category code","2502"
"402277","783917","","999","WWEIA Category description","Eggs and omelets"
"361451","783918","1","1001","","fried with nonstick spray"
"373800","783918","","1002","","Moisture change: -12.0%"
"385895","783918","","999","WWEIA Category code","2502"
"402278","783918","","999","WWEIA Category description","Eggs and omelets"
"373801","783919","","1002","","Moisture change: -12.0%"
"376325","783919","","999","Fortification identifier code","2a"
"385896","783919","","999","WWEIA Category code","2502"
"402279","783919","","999","WWEIA Category description","Eggs and omelets"
"385897","783920","","999","WWEIA Category code","2502"
"402280","783920","","999","WWEIA Category description","Eggs and omelets"
"373802","783921","","1002","","Moisture change: -10.0%"
"376326","783921","","999","Fortification identifier code","2a"
"385898","783921","","999","WWEIA Category code","2502"
"402281","783921","","999","WWEIA Category description","Eggs and omelets"
"373803","783922","","1002","","Moisture change: -10.0%"
"376327","783922","","999","Fortification identifier code","2a"
"385899","783922","","999","WWEIA Category code","2502"
"402282","783922","","999","WWEIA Category description","Eggs and omelets"
"361452","783923","1","1001","","nonstick or cooking spray"
"373804","783923","","1002","","Moisture change: -10.0%"
"376328","783923","","999","Fortification identifier code","2a"
"385900","783923","","999","WWEIA Category code","2502"
"402283","783923","","999","WWEIA Category description","Eggs and omelets"
"385901","783924","","999","WWEIA Category code","2502"
"402284","783924","","999","WWEIA Category description","Eggs and omelets"
"385902","783925","","999","WWEIA Category code","2502"
"402285","783925","","999","WWEIA Category description","Eggs and omelets"
"361453","783926","1","1001","","boiled"
"361454","783926","2","1001","","poached"
"361455","783926","3","1001","","baked"
"361456","783926","4","1001","","NS as to cooking method"
"373805","783926","","1002","","Moisture change: -12.0%"
"376329","783926","","999","Fortification identifier code","2a"
"385903","783926","","999","WWEIA Category code","2502"
"402286","783926","","999","WWEIA Category description","Eggs and omelets"
"361457","783927","1","1001","","boiled"
"361458","783927","2","1001","","poached"
"361459","783927","3","1001","","baked"
"361460","783927","4","1001","","NS as to cooking method"
"373806","783927","","1002","","Moisture change: -12.0%"
"385904","783927","","999","WWEIA Category code","2502"
"402287","783927","","999","WWEIA Category description","Eggs and omelets"
"361461","783928","1","1001","","boiled"
"361462","783928","2","1001","","poached"
"361463","783928","3","1001","","baked"
"361464","783928","4","1001","","NS as to cooking method"
"373807","783928","","1002","","Moisture change: -12.0%"
"376330","783928","","999","Fortification identifier code","2a"
"385905","783928","","999","WWEIA Category code","2502"
"402288","783928","","999","WWEIA Category description","Eggs and omelets"
"385906","783929","","999","WWEIA Category code","2502"
"402289","783929","","999","WWEIA Category description","Eggs and omelets"
"373808","783930","","1002","","Moisture change: -12.0%"
"385907","783930","","999","WWEIA Category code","2502"
"402290","783930","","999","WWEIA Category description","Eggs and omelets"
"373809","783931","","1002","","Moisture change: -12.0%"
"385908","783931","","999","WWEIA Category code","2502"
"402291","783931","","999","WWEIA Category description","Eggs and omelets"
"361465","783932","1","1001","","nonstick or cooking spray"
"373810","783932","","1002","","Moisture change: -12.0%"
"385909","783932","","999","WWEIA Category code","2502"
"402292","783932","","999","WWEIA Category description","Eggs and omelets"
"373811","783933","","1002","","Moisture change: -12.0%"
"385910","783933","","999","WWEIA Category code","2502"
"402293","783933","","999","WWEIA Category description","Eggs and omelets"
"373812","783934","","1002","","Moisture change: -12.0%"
"385911","783934","","999","WWEIA Category code","2502"
"402294","783934","","999","WWEIA Category description","Eggs and omelets"
"373813","783935","","1002","","Moisture change: -12.0%"
"385912","783935","","999","WWEIA Category code","2502"
"402295","783935","","999","WWEIA Category description","Eggs and omelets"
"376331","783936","","999","Fortification identifier code","2"
"385913","783936","","999","WWEIA Category code","2502"
"402296","783936","","999","WWEIA Category description","Eggs and omelets"
"373814","783937","","1002","","Moisture change: -2.0%"
"376332","783937","","999","Fortification identifier code","2a"
"385914","783937","","999","WWEIA Category code","2502"
"402297","783937","","999","WWEIA Category description","Eggs and omelets"
"385916","783939","","999","WWEIA Category code","2502"
"402299","783939","","999","WWEIA Category description","Eggs and omelets"
"361466","783940","1","1001","","NS as to type of dressing"
"385917","783940","","999","WWEIA Category code","2502"
"402300","783940","","999","WWEIA Category description","Eggs and omelets"
"361467","783941","1","1001","","diet, low calorie, low fat, reduced calorie, or reduced fat dressing"
"385918","783941","","999","WWEIA Category code","2502"
"402301","783941","","999","WWEIA Category description","Eggs and omelets"
"361468","783942","1","1001","","Miracle Whip"
"361469","783942","2","1001","","imitation mayonnaise"
"361470","783942","3","1001","","coleslaw dressing"
"361471","783942","4","1001","","""slaw"" dressing"
"385919","783942","","999","WWEIA Category code","2502"
"402302","783942","","999","WWEIA Category description","Eggs and omelets"
"361472","783943","1","1001","","diet, low calorie, low fat, reduced calorie, or reduced fat dressing"
"361473","783943","2","1001","","Miracle Whip Light"
"361474","783943","3","1001","","light coleslaw dressing"
"361475","783943","4","1001","","light ""slaw"" dressing"
"361476","783943","5","1001","","light imitation mayonnaise"
"361477","783943","6","1001","","Hellmann's Dijonnaise"
"385920","783943","","999","WWEIA Category code","2502"
"402303","783943","","999","WWEIA Category description","Eggs and omelets"
"361478","783944","1","1001","","ranch dressing"
"361479","783944","2","1001","","ranch dip"
"361480","783944","3","1001","","peppercorn dressing"
"361481","783944","4","1001","","creamy Italian"
"361482","783944","5","1001","","French made with sour cream"
"361483","783944","6","1001","","creamy bacon dressing"
"361484","783944","7","1001","","creamy parmesan"
"361485","783944","8","1001","","cream cheese dressing"
"361486","783944","9","1001","","sour cream"
"361487","783944","10","1001","","blue cheese or roquefort cheese dressing"
"361488","783944","11","1001","","caesar dressing"
"385921","783944","","999","WWEIA Category code","2502"
"402304","783944","","999","WWEIA Category description","Eggs and omelets"
"361489","783945","1","1001","","diet, low calorie, low fat, reduced calorie, or reduced fat dressing"
"361490","783945","2","1001","","light ranch dressing"
"361491","783945","3","1001","","light ranch dip"
"361492","783945","4","1001","","light blue or roquefort cheese dressing"
"361493","783945","5","1001","","light caesar dressing"
"361494","783945","6","1001","","light peppercorn dressing"
"361495","783945","7","1001","","light creamy Italian"
"361496","783945","8","1001","","light French made with sour cream"
"361497","783945","9","1001","","light creamy bacon dressing"
"361498","783945","10","1001","","light creamy parmesan"
"361499","783945","11","1001","","light cream cheese dressing"
"361500","783945","12","1001","","light sour cream"
"385922","783945","","999","WWEIA Category code","2502"
"402305","783945","","999","WWEIA Category description","Eggs and omelets"
"361501","783946","1","1001","","vinegar and oil"
"361502","783946","2","1001","","vinaigrette"
"361503","783946","3","1001","","Greek dressing"
"361504","783946","4","1001","","onion or Vidalia onion dressing"
"361505","783946","5","1001","","Champagne dressing"
"361506","783946","6","1001","","celery seed dressing"
"361507","783946","7","1001","","red wine, balsamic, or raspberry vinegar dressing"
"385923","783946","","999","WWEIA Category code","2502"
"402306","783946","","999","WWEIA Category description","Eggs and omelets"
"361508","783947","1","1001","","diet, low calorie, low fat, reduced calorie, or reduced fat dressing"
"361509","783947","2","1001","","Newman's Own Light"
"361510","783947","3","1001","","light vinaigrette"
"361511","783947","4","1001","","light Greek dressing"
"361512","783947","5","1001","","light onion or Vidalia onion dressing"
"361513","783947","6","1001","","light Champagne dressing"
"361514","783947","7","1001","","light celery seed dressing"
"385924","783947","","999","WWEIA Category code","2502"
"402307","783947","","999","WWEIA Category description","Eggs and omelets"
"361515","783948","1","1001","","fat free mayonnaise"
"361516","783948","2","1001","","fat free mayonnaise-type salad dressing"
"361517","783948","3","1001","","fat free Italian dressing"
"361518","783948","4","1001","","any fat free creamy dressing"
"361519","783948","5","1001","","fat free vinaigrette"
"361520","783948","6","1001","","with no dressing"
"385925","783948","","999","WWEIA Category code","2502"
"402308","783948","","999","WWEIA Category description","Eggs and omelets"
"373816","783949","","1002","","Moisture change: -9.0%"
"385926","783949","","999","WWEIA Category code","2502"
"402309","783949","","999","WWEIA Category description","Eggs and omelets"
"376333","783950","","999","Fortification identifier code","2a"
"385927","783950","","999","WWEIA Category code","2502"
"402310","783950","","999","WWEIA Category description","Eggs and omelets"
"361526","783956","1","1001","","Tortilla de amarillo"
"373821","783956","","1002","","Moisture change: -11.8%"
"385933","783956","","999","WWEIA Category code","2502"
"402316","783956","","999","WWEIA Category description","Eggs and omelets"
"361527","783957","1","1001","","Revoltillo de tasajo"
"373822","783957","","1002","","Moisture change: -23.6%"
"385934","783957","","999","WWEIA Category code","2502"
"402317","783957","","999","WWEIA Category description","Eggs and omelets"
"361528","783958","1","1001","","Huevos a la Malaguena"
"373823","783958","","1002","","Moisture change: -8.9%"
"385935","783958","","999","WWEIA Category code","2502"
"402318","783958","","999","WWEIA Category description","Eggs and omelets"
"361529","783959","2","1001","","dried shrimp patties, Torta de Cameron seco"
"373824","783959","","1002","","Moisture change: -50.0%"
"376334","783959","","999","Fortification identifier code","2"
"385936","783959","","999","WWEIA Category code","2502"
"402319","783959","","999","WWEIA Category description","Eggs and omelets"
"373826","783962","","1002","","Moisture change: -12.0%"
"376335","783962","","999","Fortification identifier code","2a"
"385939","783962","","999","WWEIA Category code","2502"
"402322","783962","","999","WWEIA Category description","Eggs and omelets"
"361533","783963","1","1001","","made with shortening"
"373827","783963","","1002","","Moisture change: -12.0%"
"376336","783963","","999","Fortification identifier code","2a"
"385940","783963","","999","WWEIA Category code","2502"
"402323","783963","","999","WWEIA Category description","Eggs and omelets"
"373828","783964","","1002","","Moisture change: -12.0%"
"376337","783964","","999","Fortification identifier code","2a"
"385941","783964","","999","WWEIA Category code","2502"
"402324","783964","","999","WWEIA Category description","Eggs and omelets"
"373829","783965","","1002","","Moisture change: -12.0%"
"376338","783965","","999","Fortification identifier code","2a"
"385942","783965","","999","WWEIA Category code","2502"
"402325","783965","","999","WWEIA Category description","Eggs and omelets"
"373830","783966","","1002","","Moisture change: -12.0%"
"376339","783966","","999","Fortification identifier code","2a"
"385943","783966","","999","WWEIA Category code","2502"
"402326","783966","","999","WWEIA Category description","Eggs and omelets"
"361534","783967","1","1001","","made with nonstick spray"
"373831","783967","","1002","","Moisture change: -12.0%"
"376340","783967","","999","Fortification identifier code","2a"
"385944","783967","","999","WWEIA Category code","2502"
"402327","783967","","999","WWEIA Category description","Eggs and omelets"
"373832","783968","","1002","","Moisture change: -12.0%"
"376341","783968","","999","Fortification identifier code","2a"
"385945","783968","","999","WWEIA Category code","2502"
"402328","783968","","999","WWEIA Category description","Eggs and omelets"
"373833","783969","","1002","","Moisture change: -12.0%"
"376342","783969","","999","Fortification identifier code","2a"
"385946","783969","","999","WWEIA Category code","2502"
"402329","783969","","999","WWEIA Category description","Eggs and omelets"
"385947","783970","","999","WWEIA Category code","2502"
"402330","783970","","999","WWEIA Category description","Eggs and omelets"
"361535","783971","1","1001","","made with shortening"
"373834","783971","","1002","","Moisture change: -12.0%"
"376343","783971","","999","Fortification identifier code","2a"
"385948","783971","","999","WWEIA Category code","2502"
"402331","783971","","999","WWEIA Category description","Eggs and omelets"
"361536","783972","1","1001","","NS as to fat added in cooking"
"361537","783972","2","1001","","NS as to type of fat"
"373835","783972","","1002","","Moisture change: -12.0%"
"376344","783972","","999","Fortification identifier code","2a"
"385949","783972","","999","WWEIA Category code","2502"
"402332","783972","","999","WWEIA Category description","Eggs and omelets"
"373836","783973","","1002","","Moisture change: -12.0%"
"376345","783973","","999","Fortification identifier code","2a"
"385950","783973","","999","WWEIA Category code","2502"
"402333","783973","","999","WWEIA Category description","Eggs and omelets"
"373837","783974","","1002","","Moisture change: -12.0%"
"376346","783974","","999","Fortification identifier code","2a"
"385951","783974","","999","WWEIA Category code","2502"
"402334","783974","","999","WWEIA Category description","Eggs and omelets"
"361538","783975","1","1001","","made with nonstick spray"
"373838","783975","","1002","","Moisture change: -12.0%"
"376347","783975","","999","Fortification identifier code","2a"
"385952","783975","","999","WWEIA Category code","2502"
"402335","783975","","999","WWEIA Category description","Eggs and omelets"
"373839","783976","","1002","","Moisture change: -12.0%"
"376348","783976","","999","Fortification identifier code","2a"
"385953","783976","","999","WWEIA Category code","2502"
"402336","783976","","999","WWEIA Category description","Eggs and omelets"
"361539","783977","1","1001","","any type of meat"
"361540","783977","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361541","783977","3","1001","","chicken, turkey, seafood, fish"
"373840","783977","","1002","","Moisture change: -12.0%"
"376349","783977","","999","Fortification identifier code","2a"
"385954","783977","","999","WWEIA Category code","2502"
"402337","783977","","999","WWEIA Category description","Eggs and omelets"
"361542","783978","1","1001","","any type of meat"
"361543","783978","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361544","783978","3","1001","","chicken, turkey, seafood, fish"
"361545","783978","8","1001","","made with shortening"
"373841","783978","","1002","","Moisture change: -12.0%"
"376350","783978","","999","Fortification identifier code","2a"
"385955","783978","","999","WWEIA Category code","2502"
"402338","783978","","999","WWEIA Category description","Eggs and omelets"
"361546","783979","5","1001","","any type of meat"
"361547","783979","6","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361548","783979","7","1001","","chicken, turkey, seafood, fish"
"373842","783979","","1002","","Moisture change: -12.0%"
"376351","783979","","999","Fortification identifier code","2a"
"385956","783979","","999","WWEIA Category code","2502"
"402339","783979","","999","WWEIA Category description","Eggs and omelets"
"361549","783980","1","1001","","any type of meat"
"361550","783980","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361551","783980","3","1001","","chicken, turkey, seafood, fish"
"373843","783980","","1002","","Moisture change: -12.0%"
"376352","783980","","999","Fortification identifier code","2a"
"385957","783980","","999","WWEIA Category code","2502"
"402340","783980","","999","WWEIA Category description","Eggs and omelets"
"361552","783981","1","1001","","any type of meat"
"361553","783981","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361554","783981","3","1001","","chicken, turkey, seafood, fish"
"373844","783981","","1002","","Moisture change: -12.0%"
"376353","783981","","999","Fortification identifier code","2a"
"385958","783981","","999","WWEIA Category code","2502"
"402341","783981","","999","WWEIA Category description","Eggs and omelets"
"361555","783982","1","1001","","made with nonstick spray"
"361556","783982","2","1001","","any type of meat"
"361557","783982","3","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361558","783982","4","1001","","chicken, turkey, seafood, fish"
"373845","783982","","1002","","Moisture change: -12.0%"
"376354","783982","","999","Fortification identifier code","2a"
"385959","783982","","999","WWEIA Category code","2502"
"402342","783982","","999","WWEIA Category description","Eggs and omelets"
"361559","783983","1","1001","","any type of meat"
"361560","783983","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361561","783983","3","1001","","chicken, turkey, seafood, fish"
"373846","783983","","1002","","Moisture change: -12.0%"
"376355","783983","","999","Fortification identifier code","2a"
"385960","783983","","999","WWEIA Category code","2502"
"402343","783983","","999","WWEIA Category description","Eggs and omelets"
"361562","783984","1","1001","","any type of meat"
"361563","783984","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361564","783984","3","1001","","chicken, turkey, seafood, fish"
"373847","783984","","1002","","Moisture change: -12.0%"
"376356","783984","","999","Fortification identifier code","2a"
"385961","783984","","999","WWEIA Category code","2502"
"402344","783984","","999","WWEIA Category description","Eggs and omelets"
"361565","783985","1","1001","","any type of meat"
"361566","783985","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361567","783985","3","1001","","chicken, turkey, seafood, fish"
"373848","783985","","1002","","Moisture change: -12.0%"
"376357","783985","","999","Fortification identifier code","2a"
"385962","783985","","999","WWEIA Category code","2502"
"402345","783985","","999","WWEIA Category description","Eggs and omelets"
"361568","783986","1","1001","","any type of meat"
"361569","783986","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361570","783986","3","1001","","chicken, turkey, seafood, fish"
"361571","783986","8","1001","","made with shortening"
"373849","783986","","1002","","Moisture change: -12.0%"
"376358","783986","","999","Fortification identifier code","2a"
"385963","783986","","999","WWEIA Category code","2502"
"402346","783986","","999","WWEIA Category description","Eggs and omelets"
"361572","783987","3","1001","","any type of meat"
"361573","783987","4","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361574","783987","5","1001","","chicken, turkey, seafood, fish"
"373850","783987","","1002","","Moisture change: -12.0%"
"376359","783987","","999","Fortification identifier code","2a"
"385964","783987","","999","WWEIA Category code","2502"
"402347","783987","","999","WWEIA Category description","Eggs and omelets"
"361575","783988","1","1001","","any type of meat"
"361576","783988","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361577","783988","3","1001","","chicken, turkey, seafood, fish"
"373851","783988","","1002","","Moisture change: -12.0%"
"376360","783988","","999","Fortification identifier code","2a"
"385965","783988","","999","WWEIA Category code","2502"
"402348","783988","","999","WWEIA Category description","Eggs and omelets"
"361578","783989","1","1001","","any type of meat"
"361579","783989","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361580","783989","3","1001","","chicken, turkey, seafood, fish"
"373852","783989","","1002","","Moisture change: -12.0%"
"376361","783989","","999","Fortification identifier code","2a"
"385966","783989","","999","WWEIA Category code","2502"
"402349","783989","","999","WWEIA Category description","Eggs and omelets"
"361581","783990","1","1001","","made with nonstick spray"
"361582","783990","2","1001","","any type of meat"
"361583","783990","3","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361584","783990","4","1001","","chicken, turkey, seafood, fish"
"373853","783990","","1002","","Moisture change: -12.0%"
"376362","783990","","999","Fortification identifier code","2a"
"385967","783990","","999","WWEIA Category code","2502"
"402350","783990","","999","WWEIA Category description","Eggs and omelets"
"361585","783991","1","1001","","any type of meat"
"361586","783991","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361587","783991","3","1001","","chicken, turkey, seafood, fish"
"373854","783991","","1002","","Moisture change: -12.0%"
"376363","783991","","999","Fortification identifier code","2a"
"385968","783991","","999","WWEIA Category code","2502"
"402351","783991","","999","WWEIA Category description","Eggs and omelets"
"361588","783992","1","1001","","any type of meat"
"361589","783992","2","1001","","ham, bacon, pork, sausage, chorizo, hot dogs, beef"
"361590","783992","3","1001","","chicken, turkey, seafood, fish"
"373855","783992","","1002","","Moisture change: -12.0%"
"376364","783992","","999","Fortification identifier code","2a"
"385969","783992","","999","WWEIA Category code","2502"
"402352","783992","","999","WWEIA Category description","Eggs and omelets"
"361591","783993","1","1001","","peppers, onions, and other vegetables"
"361592","783993","2","1001","","Spanish omelet"
"361593","783993","3","1001","","nonstick or cooking spray"
"373856","783993","","1002","","Moisture change: -12.0%"
"376365","783993","","999","Fortification identifier code","2a"
"385970","783993","","999","WWEIA Category code","2502"
"402353","783993","","999","WWEIA Category description","Eggs and omelets"
"361594","783994","1","1001","","peppers, onions, and other vegetables"
"361595","783994","2","1001","","Spanish omelet"
"373857","783994","","1002","","Moisture change: -12.0%"
"376366","783994","","999","Fortification identifier code","2a"
"385971","783994","","999","WWEIA Category code","2502"
"402354","783994","","999","WWEIA Category description","Eggs and omelets"
"361596","783995","1","1001","","peppers, onions, and other vegetables"
"361597","783995","2","1001","","Spanish omelet"
"373858","783995","","1002","","Moisture change: -12.0%"
"376367","783995","","999","Fortification identifier code","2a"
"385972","783995","","999","WWEIA Category code","2502"
"402355","783995","","999","WWEIA Category description","Eggs and omelets"
"361598","783996","2","1001","","broccoli, spinach, peppers, onions, and other vegetables"
"361599","783996","3","1001","","nonstick or cooking spray"
"373859","783996","","1002","","Moisture change: -12.0%"
"376368","783996","","999","Fortification identifier code","2a"
"385973","783996","","999","WWEIA Category code","2502"
"402356","783996","","999","WWEIA Category description","Eggs and omelets"
"361600","783997","2","1001","","broccoli, spinach, peppers, onions, and other vegetables"
"373860","783997","","1002","","Moisture change: -12.0%"
"376369","783997","","999","Fortification identifier code","2a"
"385974","783997","","999","WWEIA Category code","2502"
"402357","783997","","999","WWEIA Category description","Eggs and omelets"
"361601","783998","2","1001","","broccoli, spinach, peppers, onions, and other vegetables"
"373861","783998","","1002","","Moisture change: -12.0%"
"376370","783998","","999","Fortification identifier code","2a"
"385975","783998","","999","WWEIA Category code","2502"
"402358","783998","","999","WWEIA Category description","Eggs and omelets"
"361602","783999","2","1001","","broccoli, spinach, peppers, onions, and other vegetables"
"361603","783999","3","1001","","nonstick or cooking spray"
"373862","783999","","1002","","Moisture change: -12.0%"
"376371","783999","","999","Fortification identifier code","2a"
"385976","783999","","999","WWEIA Category code","2502"
"402359","783999","","999","WWEIA Category description","Eggs and omelets"
"361604","784000","2","1001","","broccoli, spinach, peppers, onions, and other vegetables"
"373863","784000","","1002","","Moisture change: -12.0%"
"376372","784000","","999","Fortification identifier code","2a"
"385977","784000","","999","WWEIA Category code","2502"
"402360","784000","","999","WWEIA Category description","Eggs and omelets"
"361605","784001","2","1001","","broccoli, spinach, peppers, onions, and other vegetables"
"373864","784001","","1002","","Moisture change: -12.0%"
"376373","784001","","999","Fortification identifier code","2a"
"385978","784001","","999","WWEIA Category code","2502"
"402361","784001","","999","WWEIA Category description","Eggs and omelets"
"361606","784002","1","1001","","peppers, onions, and other vegetables"
"361607","784002","2","1001","","nonstick or cooking spray"
"373865","784002","","1002","","Moisture change: -12.0%"
"376374","784002","","999","Fortification identifier code","2a"
"385979","784002","","999","WWEIA Category code","2502"
"402362","784002","","999","WWEIA Category description","Eggs and omelets"
"361608","784003","1","1001","","peppers, onions, and other vegetables"
"373866","784003","","1002","","Moisture change: -12.0%"
"376375","784003","","999","Fortification identifier code","2a"
"385980","784003","","999","WWEIA Category code","2502"
"402363","784003","","999","WWEIA Category description","Eggs and omelets"
"361609","784004","1","1001","","peppers, onions, and other vegetables"
"373867","784004","","1002","","Moisture change: -12.0%"
"376376","784004","","999","Fortification identifier code","2a"
"385981","784004","","999","WWEIA Category code","2502"
"402364","784004","","999","WWEIA Category description","Eggs and omelets"
"361610","784005","1","1001","","peppers, onions, and other vegetables"
"361611","784005","2","1001","","Spanish omelet with cheese"
"361612","784005","3","1001","","nonstick or cooking spray"
"373868","784005","","1002","","Moisture change: -12.0%"
"376377","784005","","999","Fortification identifier code","2a"
"385982","784005","","999","WWEIA Category code","2502"
"402365","784005","","999","WWEIA Category description","Eggs and omelets"
"361613","784006","1","1001","","peppers, onions, and other vegetables"
"361614","784006","2","1001","","Spanish omelet with cheese"
"373869","784006","","1002","","Moisture change: -12.0%"
"376378","784006","","999","Fortification identifier code","2a"
"385983","784006","","999","WWEIA Category code","2502"
"402366","784006","","999","WWEIA Category description","Eggs and omelets"
"361615","784007","1","1001","","peppers, onions, and other vegetables"
"361616","784007","2","1001","","Spanish omelet with cheese"
"373870","784007","","1002","","Moisture change: -12.0%"
"376379","784007","","999","Fortification identifier code","2a"
"385984","784007","","999","WWEIA Category code","2502"
"402367","784007","","999","WWEIA Category description","Eggs and omelets"
"361617","784008","2","1001","","broccoli, spinach, peppers, onions, and other vegetables"
"361618","784008","3","1001","","nonstick or cooking spray"
"373871","784008","","1002","","Moisture change: -12.0%"
"376380","784008","","999","Fortification identifier code","2a"
"385985","784008","","999","WWEIA Category code","2502"
"402368","784008","","999","WWEIA Category description","Eggs and omelets"
"361619","784009","2","1001","","broccoli, spinach, peppers, onions, and other vegetables"
"373872","784009","","1002","","Moisture change: -12.0%"
"376381","784009","","999","Fortification identifier code","2a"
"385986","784009","","999","WWEIA Category code","2502"
"402369","784009","","999","WWEIA Category description","Eggs and omelets"
"361620","784010","2","1001","","broccoli, spinach, peppers, onions, and other vegetables"
"373873","784010","","1002","","Moisture change: -12.0%"
"376382","784010","","999","Fortification identifier code","2a"
"385987","784010","","999","WWEIA Category code","2502"
"402370","784010","","999","WWEIA Category description","Eggs and omelets"
"361621","784011","2","1001","","broccoli, spinach, peppers, onions, and other vegetables"
"361622","784011","3","1001","","nonstick or cooking spray"
"373874","784011","","1002","","Moisture change: -12.0%"
"376383","784011","","999","Fortification identifier code","2a"
"385988","784011","","999","WWEIA Category code","2502"
"402371","784011","","999","WWEIA Category description","Eggs and omelets"
"361623","784012","2","1001","","broccoli, spinach, peppers, onions, and other vegetables"
"373875","784012","","1002","","Moisture change: -12.0%"
"376384","784012","","999","Fortification identifier code","2a"
"385989","784012","","999","WWEIA Category code","2502"
"402372","784012","","999","WWEIA Category description","Eggs and omelets"
